Identifiant,n° notice BnF,Type de notice ,Type de document,Localisation,Exemplaire n°,Titre,Auteur,Contributeur,Editeur,Date,Description,Sujet,Couverture,Langue,Format
http://catalogue.bnf.fr/ark:/12148/cb384751979,38475197,monographie,enregistrement sonore,Document numérique | NUMAUD-128311 | ,1,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 02, Cours du 23 février 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723520310415numéro de fabrication,"Lang, Fritz (1890-1976) -- Critique et interprétation | Expressionnisme (cinéma) | Philosophie et cinéma | ",,fre | français | ,"2 disques compacts enregistrables (1 h 13 min 33 s, 1 h 11 min 03 s)"
http://catalogue.bnf.fr/ark:/12148/cb384751979,38475197,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-636 (3) | ,2,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 02, Cours du 23 février 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723520310415numéro de fabrication,"Lang, Fritz (1890-1976) -- Critique et interprétation | Expressionnisme (cinéma) | Philosophie et cinéma | ",,fre | français | ,"2 disques compacts enregistrables (1 h 13 min 33 s, 1 h 11 min 03 s)"
http://catalogue.bnf.fr/ark:/12148/cb384751979,38475197,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-636 (4) | ,3,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 02, Cours du 23 février 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723520310415numéro de fabrication,"Lang, Fritz (1890-1976) -- Critique et interprétation | Expressionnisme (cinéma) | Philosophie et cinéma | ",,fre | français | ,"2 disques compacts enregistrables (1 h 13 min 33 s, 1 h 11 min 03 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475198n,38475198,monographie,enregistrement sonore,Document numérique | NUMAUD-128312 | ,1,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 03, Cours du 2 mars 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723520310378numéro de fabrication,Analyse filmique | Philosophie et cinéma | ,,fre | français | ,"2 disques compacts enregistrables (1 h 10 min 30 s, 1 h 11 min 20 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475198n,38475198,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-637 (3) | ,2,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 03, Cours du 2 mars 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723520310378numéro de fabrication,Analyse filmique | Philosophie et cinéma | ,,fre | français | ,"2 disques compacts enregistrables (1 h 10 min 30 s, 1 h 11 min 20 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475198n,38475198,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-637 (4) | ,3,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 03, Cours du 2 mars 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723520310378numéro de fabrication,Analyse filmique | Philosophie et cinéma | ,,fre | français | ,"2 disques compacts enregistrables (1 h 10 min 30 s, 1 h 11 min 20 s)"
http://catalogue.bnf.fr/ark:/12148/cb384751990,38475199,monographie,enregistrement sonore,Document numérique | NUMAUD-128313 | ,1,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 04, Cours du 9 mars 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723520310379numéro de fabrication,"Peirce, Charles S. (1839-1914) -- Critique et interprétation | Philosophie et cinéma | Phénoménologie | ",,fre | français | ,"2 disques compacts enregistrables (1 h 06 min 17 s, 1 h 06 min 56 s)"
http://catalogue.bnf.fr/ark:/12148/cb384751990,38475199,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-638 (3) | ,2,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 04, Cours du 9 mars 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723520310379numéro de fabrication,"Peirce, Charles S. (1839-1914) -- Critique et interprétation | Philosophie et cinéma | Phénoménologie | ",,fre | français | ,"2 disques compacts enregistrables (1 h 06 min 17 s, 1 h 06 min 56 s)"
http://catalogue.bnf.fr/ark:/12148/cb384751990,38475199,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-638 (4) | ,3,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 04, Cours du 9 mars 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723520310379numéro de fabrication,"Peirce, Charles S. (1839-1914) -- Critique et interprétation | Philosophie et cinéma | Phénoménologie | ",,fre | français | ,"2 disques compacts enregistrables (1 h 06 min 17 s, 1 h 06 min 56 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475201q,38475201,monographie,enregistrement sonore,Document numérique | NUMAUD-128314 | ,1,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 05, Cours du 16 mars 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341056numéro de fabrication,"Buñuel, Luis (1900-1983) -- Critique et interprétation | Von Stroheim, Erich (1885-1957) -- Critique et interprétation | Philosophie et cinéma | ",,fre | français | ,"2 disques compacts enregistrables (1 h 04 min 08 s, 59 min 08 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475201q,38475201,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-639 (3) | ,2,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 05, Cours du 16 mars 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341056numéro de fabrication,"Buñuel, Luis (1900-1983) -- Critique et interprétation | Von Stroheim, Erich (1885-1957) -- Critique et interprétation | Philosophie et cinéma | ",,fre | français | ,"2 disques compacts enregistrables (1 h 04 min 08 s, 59 min 08 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475201q,38475201,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-639 (4) | ,3,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 05, Cours du 16 mars 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341056numéro de fabrication,"Buñuel, Luis (1900-1983) -- Critique et interprétation | Von Stroheim, Erich (1885-1957) -- Critique et interprétation | Philosophie et cinéma | ",,fre | français | ,"2 disques compacts enregistrables (1 h 04 min 08 s, 59 min 08 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475207s,38475207,monographie,enregistrement sonore,Document numérique | NUMAUD-128315 | ,1,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 06, Cours du 23 mars 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723520320223numéro de fabrication,Philosophie et cinéma | Montage (cinéma) | Sémiotique et cinéma | ,,fre | français | ,"2 disques compacts enregistrables (1 h 26 s, 46 min 40 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475207s,38475207,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-640 (3) | ,2,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 06, Cours du 23 mars 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723520320223numéro de fabrication,Philosophie et cinéma | Montage (cinéma) | Sémiotique et cinéma | ,,fre | français | ,"2 disques compacts enregistrables (1 h 26 s, 46 min 40 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475207s,38475207,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-640 (4) | ,3,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 06, Cours du 23 mars 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723520320223numéro de fabrication,Philosophie et cinéma | Montage (cinéma) | Sémiotique et cinéma | ,,fre | français | ,"2 disques compacts enregistrables (1 h 26 s, 46 min 40 s)"
http://catalogue.bnf.fr/ark:/12148/cb384752727,38475272,monographie,enregistrement sonore,Document numérique | NUMAUD-128316 | ,1,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 07, Cours du 20 avril 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341093numéro de fabrication,Philosophie et cinéma | Art dramatique -- Au cinéma | ,,fre | français | ,"2 disques compacts enregistrables (58 min 04 s, 40 min 39 s)"
http://catalogue.bnf.fr/ark:/12148/cb384752727,38475272,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-641 (3) | ,2,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 07, Cours du 20 avril 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341093numéro de fabrication,Philosophie et cinéma | Art dramatique -- Au cinéma | ,,fre | français | ,"2 disques compacts enregistrables (58 min 04 s, 40 min 39 s)"
http://catalogue.bnf.fr/ark:/12148/cb384752727,38475272,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-641 (4) | ,3,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 07, Cours du 20 avril 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341093numéro de fabrication,Philosophie et cinéma | Art dramatique -- Au cinéma | ,,fre | français | ,"2 disques compacts enregistrables (58 min 04 s, 40 min 39 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475291h,38475291,monographie,enregistrement sonore,Document numérique | NUMAUD-128317 | ,1,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 08, Cours du 27 avril 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341087numéro de fabrication,Philosophie et cinéma | Cinéma -- 1929-1945 -- Scénarios | Image (philosophie) | ,,fre | français | ,1 disque compact enregistrable (52 min 39 s)
http://catalogue.bnf.fr/ark:/12148/cb38475291h,38475291,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-642 (3) | ,2,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 08, Cours du 27 avril 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341087numéro de fabrication,Philosophie et cinéma | Cinéma -- 1929-1945 -- Scénarios | Image (philosophie) | ,,fre | français | ,1 disque compact enregistrable (52 min 39 s)
http://catalogue.bnf.fr/ark:/12148/cb38475291h,38475291,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-642 (4) | ,3,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 08, Cours du 27 avril 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341087numéro de fabrication,Philosophie et cinéma | Cinéma -- 1929-1945 -- Scénarios | Image (philosophie) | ,,fre | français | ,1 disque compact enregistrable (52 min 39 s)
http://catalogue.bnf.fr/ark:/12148/cb38475297k,38475297,monographie,enregistrement sonore,Document numérique | NUMAUD-128318 | ,1,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 09, Cours du 4 mai 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341030numéro de fabrication,"Dos Passos, John (1896-1970) | Philosophie et cinéma | Cinéma -- États-Unis -- 1945-1960 | ",,fre | français | ,"2 disques compacts enregistrables (46 min 32 s, 58 min 48 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475297k,38475297,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-643 (3) | ,2,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 09, Cours du 4 mai 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341030numéro de fabrication,"Dos Passos, John (1896-1970) | Philosophie et cinéma | Cinéma -- États-Unis -- 1945-1960 | ",,fre | français | ,"2 disques compacts enregistrables (46 min 32 s, 58 min 48 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475297k,38475297,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-643 (4) | ,3,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 09, Cours du 4 mai 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341030numéro de fabrication,"Dos Passos, John (1896-1970) | Philosophie et cinéma | Cinéma -- États-Unis -- 1945-1960 | ",,fre | français | ,"2 disques compacts enregistrables (46 min 32 s, 58 min 48 s)"
http://catalogue.bnf.fr/ark:/12148/cb384753010,38475301,monographie,enregistrement sonore,Document numérique | NUMAUD-128319 | ,1,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 10, Cours du 11 mai 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341066numéro de fabrication,Philosophie et cinéma | Néo-réalisme (cinéma) | Films burlesques -- États-Unis | Sémiotique et cinéma | ,,fre | français | ,"2 disques compacts enregistrables (34 min 22 s, 50 min 17 s)"
http://catalogue.bnf.fr/ark:/12148/cb384753010,38475301,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-644 (3) | ,2,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 10, Cours du 11 mai 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341066numéro de fabrication,Philosophie et cinéma | Néo-réalisme (cinéma) | Films burlesques -- États-Unis | Sémiotique et cinéma | ,,fre | français | ,"2 disques compacts enregistrables (34 min 22 s, 50 min 17 s)"
http://catalogue.bnf.fr/ark:/12148/cb384753010,38475301,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-644 (4) | ,3,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 10, Cours du 11 mai 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341066numéro de fabrication,Philosophie et cinéma | Néo-réalisme (cinéma) | Films burlesques -- États-Unis | Sémiotique et cinéma | ,,fre | français | ,"2 disques compacts enregistrables (34 min 22 s, 50 min 17 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475302b,38475302,monographie,enregistrement sonore,Document numérique | NUMAUD-128320 | ,1,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 11, Cours du 20 mai 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420340886numéro de fabrication,"Bergson, Henri (1859-1941) -- Critique et interprétation | Philosophie et cinéma | Image (philosophie) | ",,fre | français | ,"2 disques compacts enregistrables (1 h 11 min 57 s, 1 h 01 min 15 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475302b,38475302,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-645 (3) | ,2,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 11, Cours du 20 mai 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420340886numéro de fabrication,"Bergson, Henri (1859-1941) -- Critique et interprétation | Philosophie et cinéma | Image (philosophie) | ",,fre | français | ,"2 disques compacts enregistrables (1 h 11 min 57 s, 1 h 01 min 15 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475302b,38475302,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-645 (4) | ,3,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 11, Cours du 20 mai 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420340886numéro de fabrication,"Bergson, Henri (1859-1941) -- Critique et interprétation | Philosophie et cinéma | Image (philosophie) | ",,fre | français | ,"2 disques compacts enregistrables (1 h 11 min 57 s, 1 h 01 min 15 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475303p,38475303,monographie,enregistrement sonore,Document numérique | NUMAUD-128321 | ,1,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 12, Cours du 25 mai 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420340914numéro de fabrication,Philosophie et cinéma | Théorie du cinéma | ,,fre | français | ,"2 disques compacts enregistrables (46 min 36s, 46 min 20 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475303p,38475303,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-646 (3) | ,2,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 12, Cours du 25 mai 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420340914numéro de fabrication,Philosophie et cinéma | Théorie du cinéma | ,,fre | français | ,"2 disques compacts enregistrables (46 min 36s, 46 min 20 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475303p,38475303,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-646 (4) | ,3,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 12, Cours du 25 mai 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420340914numéro de fabrication,Philosophie et cinéma | Théorie du cinéma | ,,fre | français | ,"2 disques compacts enregistrables (46 min 36s, 46 min 20 s)"
http://catalogue.bnf.fr/ark:/12148/cb38475305c,38475305,monographie,enregistrement sonore,Document numérique | NUMAUD-128322 | ,1,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 13, Cours du 1er juin 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420340898numéro de fabrication,Philosophie et cinéma | Théorie du cinéma | ,,fre | français | ,1 disque compact enregistrable (50 min 37 s)
http://catalogue.bnf.fr/ark:/12148/cb38475305c,38475305,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-647 (3) | ,2,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 13, Cours du 1er juin 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420340898numéro de fabrication,Philosophie et cinéma | Théorie du cinéma | ,,fre | français | ,1 disque compact enregistrable (50 min 37 s)
http://catalogue.bnf.fr/ark:/12148/cb38475305c,38475305,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-647 (4) | ,3,"[Sur le cinéma]. L'image-mouvement et l'image-temps : année universitaire 1981-1982. 13, Cours du 1er juin 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420340898numéro de fabrication,Philosophie et cinéma | Théorie du cinéma | ,,fre | français | ,1 disque compact enregistrable (50 min 37 s)
http://catalogue.bnf.fr/ark:/12148/cb38476365g,38476365,monographie,enregistrement sonore,Document numérique | NUMAUD-128323 | ,1,"[Sur le cinéma]. Classification des signes et du temps : année universitaire 1982-1983. 01, Cours du 2 novembre 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341059numéro de fabrication,"Bergson, Henri (1859-1941). Matière et mémoire | Philosophie et cinéma | Idée (philosophie) | ",,fre | français | ,"3 disques compacts enregistrables (46 min 42s , 46 min 41 s, 1 h 15 min 43 s)"
http://catalogue.bnf.fr/ark:/12148/cb38476365g,38476365,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-648 (3) | ,2,"[Sur le cinéma]. Classification des signes et du temps : année universitaire 1982-1983. 01, Cours du 2 novembre 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341059numéro de fabrication,"Bergson, Henri (1859-1941). Matière et mémoire | Philosophie et cinéma | Idée (philosophie) | ",,fre | français | ,"3 disques compacts enregistrables (46 min 42s , 46 min 41 s, 1 h 15 min 43 s)"
http://catalogue.bnf.fr/ark:/12148/cb38476365g,38476365,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-648 (4) | ,3,"[Sur le cinéma]. Classification des signes et du temps : année universitaire 1982-1983. 01, Cours du 2 novembre 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341059numéro de fabrication,"Bergson, Henri (1859-1941). Matière et mémoire | Philosophie et cinéma | Idée (philosophie) | ",,fre | français | ,"3 disques compacts enregistrables (46 min 42s , 46 min 41 s, 1 h 15 min 43 s)"
http://catalogue.bnf.fr/ark:/12148/cb384763675,38476367,monographie,enregistrement sonore,Document numérique | NUMAUD-128324 | ,1,"[Sur le cinéma]. Classification des signes et du temps : année universitaire 1982-1983. 02, Cours du 23 novembre 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341027numéro de fabrication,Philosophie et cinéma | Mouvement (philosophie) | Espace et temps | ,,fre | français | ,"2 disques compacts enregistrables (1 h 10 min 36 s, 53 min 47 s)"
http://catalogue.bnf.fr/ark:/12148/cb384763675,38476367,monographie,enregistrement sonore,Tolbiac | Rez-de-jardin | magasin | PDC12-649 (3) | ,2,"[Sur le cinéma]. Classification des signes et du temps : année universitaire 1982-1983. 02, Cours du 23 novembre 1982 (Reproduction numérisée) Gilles Deleuze, aut., participant","Deleuze, Gilles (1925-1995). Auteur du texte","Deleuze, Gilles (1925-1995). Participant",Bibliothèque nationale de France (Paris),1998,Numéro(s) de matrice : 723420341027numéro de fabrication,Philosophie et cinéma | Mouvement (philosophie) | Espace et temps | ,,fre | français | ,"2 disques compacts enregistrables (1 h 10 min 36 s, 53 min 47 s)"
